Time,LTC average computing power of the entire network,Price
2016-03-15,1.39379382,3.30577755
2016-03-16,1.48779962,3.30939174
2016-03-17,1.51291255,3.30739212
2016-03-18,1.58104609,3.16981387
2016-03-19,1.59328145,3.17825365
2016-03-20,1.55458890,3.20554972
2016-03-21,1.65252284,3.20091319
2016-03-22,1.66236034,3.23472309
2016-03-23,1.63662497,3.24280095
2016-03-24,1.63921934,3.22470355
2016-03-25,1.55445592,3.22907448
2016-03-26,1.56284073,3.23057389
2016-03-27,1.59599856,3.30359983
2016-03-28,1.58774138,3.26405549
2016-03-29,1.58586479,3.22633123
2016-03-30,1.57511198,3.21940923
2016-03-31,1.52351492,3.25707412
2016-04-01,1.52944631,3.23994684
2016-04-02,1.56361189,3.26211309
2016-04-03,1.61528694,3.26268291
2016-04-04,1.60404889,3.25059104
2016-04-05,1.54656085,3.2516458
2016-04-06,1.58046907,3.25593209
2016-04-07,1.58996672,3.24531531
2016-04-08,1.50570351,3.22026873
2016-04-09,1.41586138,3.21620321
2016-04-10,1.44124001,3.22698927
2016-04-11,1.48963008,3.24177313
2016-04-12,1.50304587,3.25731826
2016-04-13,1.51780391,3.23886013
2016-04-14,1.44934199,3.23960781
2016-04-15,1.42269208,3.27882552
2016-04-16,1.36928599,3.27381587
2016-04-17,1.36694326,3.25777316
2016-04-18,1.43284959,3.2403934
2016-04-19,1.49781617,3.28516841
2016-04-20,1.46657908,3.27837515
2016-04-21,1.40453766,3.34639525
2016-04-22,1.36300972,3.31927228
2016-04-23,1.36534565,3.33446503
2016-04-24,1.41778576,3.63183069
2016-04-25,1.48002211,3.81171918
2016-04-26,1.48585289,4.04579878
2016-04-27,1.45068067,3.8897109
2016-04-28,1.47639307,3.78849649
2016-04-29,1.40755707,3.81360102
2016-04-30,1.48661003,3.65974832
2016-05-01,1.47767570,3.70520091
2016-05-02,1.35316943,3.68031144
2016-05-03,1.33968365,3.74091148
2016-05-04,1.35609341,3.74679303
2016-05-05,1.32640398,3.71384573
2016-05-06,1.36976695,3.82211185
2016-05-07,1.37021463,3.95345283
2016-05-08,1.39693266,3.93813968
2016-05-09,1.28524350,4.05642509
2016-05-10,1.34132745,3.81915426
2016-05-11,1.43331799,3.88226843
2016-05-12,1.38090796,3.85679913
2016-05-13,1.30687626,3.9256804
2016-05-14,1.34137262,4.01012278
2016-05-15,1.36994480,4.06311941
2016-05-16,1.47219030,4.00653458
2016-05-17,1.48382553,3.98312974
2016-05-18,1.40141457,4.0032177
2016-05-19,1.39747738,3.83338928
2016-05-20,1.40905573,3.88101172
2016-05-21,1.42167070,3.95448685
2016-05-22,1.40941443,3.92969537
2016-05-23,1.35038284,3.96819305
2016-05-24,1.40061083,3.95140934
2016-05-25,1.42883237,4.04566193
2016-05-26,1.42160197,4.08246946
2016-05-27,1.38882806,4.50133371
2016-05-28,1.45016699,4.70068169
2016-05-29,1.45378768,4.60962057
2016-05-30,1.29513411,4.6708746
2016-05-31,1.17681597,4.65038919
2016-06-01,1.11144816,4.74098873
2016-06-02,1.13088877,4.71505499
2016-06-03,1.14811891,4.8609724
2016-06-04,1.18652760,4.80804491
2016-06-05,1.19195621,4.81290674
2016-06-06,1.20928014,4.9591608
2016-06-07,1.29631330,4.77078009
2016-06-08,1.26286930,4.74816561
2016-06-09,1.25300478,4.69312
2016-06-10,1.20881571,4.83999777
2016-06-11,1.24827808,5.01398182
2016-06-12,1.33890577,5.33357859
2016-06-13,1.30039149,5.29031801
2016-06-14,1.27396612,5.20402002
2016-06-15,1.27024781,5.23978472
2016-06-16,1.30565190,5.6607933
2016-06-17,1.26204598,5.59326935
2016-06-18,1.32402309,5.55994654
2016-06-19,1.40296316,5.59378099
2016-06-20,1.38097046,5.29454088
2016-06-21,1.34248873,4.82175446
2016-06-22,1.38660842,3.91069913
2016-06-23,1.28508428,3.85051417
2016-06-24,1.23911909,4.27909517
2016-06-25,1.32201910,4.23307419
2016-06-26,1.26961499,4.07430696
2016-06-27,1.30291461,4.11985493
2016-06-28,1.36347694,4.10066271
2016-06-29,1.31509533,4.06187916
2016-06-30,1.28480930,4.19350481
2016-07-01,1.27782087,4.25596952
2016-07-02,1.34470303,4.58992147
2016-07-03,1.42434710,4.25329447
2016-07-04,1.44260972,4.54056215
2016-07-05,1.45417610,4.45227575
2016-07-06,1.39998179,4.46821594
2016-07-07,1.28811081,4.11187792
2016-07-08,1.11044362,4.21990681
2016-07-09,1.04774436,4.16307259
2016-07-10,1.32287234,4.09982681
2016-07-11,1.41677467,4.08544016
2016-07-12,1.45978670,4.15327978
2016-07-13,1.39873051,4.13855219
2016-07-14,1.37317761,4.14846039
2016-07-15,1.39477087,4.15976667
2016-07-16,1.43788398,4.13266897
2016-07-17,1.58881102,4.18988991
2016-07-18,1.56447600,4.14822006
2016-07-19,1.48775300,4.14915943
2016-07-20,1.44726921,4.12505865
2016-07-21,1.40078813,4.12022638
2016-07-22,1.33472736,4.03828812
2016-07-23,1.36098711,4.0570035
2016-07-24,1.37400919,4.07066822
2016-07-25,1.42974101,4.03204203
2016-07-26,1.35519905,3.97024322
2016-07-27,1.36678827,3.95589185
2016-07-28,1.39208691,3.96774292
2016-07-29,1.41930764,4.07744408
2016-07-30,1.42314900,4.0618124
2016-07-31,1.39393242,4.0138216
2016-08-01,1.47361829,3.86342001
2016-08-02,1.49248352,3.63958025
2016-08-03,1.45994076,3.71922803
2016-08-04,1.51981378,3.74845362
2016-08-05,1.56809680,3.72903657
2016-08-06,1.55635628,3.76017523
2016-08-07,1.45826066,3.78032398
2016-08-08,1.41509568,3.78551173
2016-08-09,1.52840600,3.7597537
2016-08-10,1.52612242,3.72242188
2016-08-11,1.52371267,3.7421689
2016-08-12,1.58744887,3.70935202
2016-08-13,1.61559216,3.71440625
2016-08-14,1.56807744,3.65020871
2016-08-15,1.48424188,3.57708097
2016-08-16,1.46644704,3.63771629
2016-08-17,1.46312113,3.59944081
2016-08-18,1.37628160,3.60712194
2016-08-19,1.48869579,3.6040864
2016-08-20,1.55025631,3.61556458
2016-08-21,1.52381124,3.61506605
2016-08-22,1.59939801,3.65725541
2016-08-23,1.59376903,3.93072915
2016-08-24,1.53898485,3.85504889
2016-08-25,1.47169933,3.80207324
2016-08-26,1.48284150,3.82638049
2016-08-27,1.54699365,3.73676872
2016-08-28,1.54601909,3.73982644
2016-08-29,1.59240297,3.75952172
2016-08-30,1.58149104,3.80406404
2016-08-31,1.49586836,3.79744315
2016-09-01,1.61139889,3.83201218
2016-09-02,1.57843258,3.82457376
2016-09-03,1.51123206,3.88875175
2016-09-04,1.58359644,4.01443911
2016-09-05,1.58529639,3.97918725
2016-09-06,1.55698806,3.9723568
2016-09-07,1.48821426,3.9698832
2016-09-08,1.48373124,3.98833823
2016-09-09,1.56934266,3.96998572
2016-09-10,1.51960327,3.96898007
2016-09-11,1.60050013,3.85545015
2016-09-12,1.59125829,3.82319379
2016-09-13,1.52110938,3.82171369
2016-09-14,1.49344388,3.83215976
2016-09-15,1.61073843,3.81192493
2016-09-16,1.56555191,3.80619478
2016-09-17,1.55029333,3.80542421
2016-09-18,1.59980847,4.04340315
2016-09-19,1.59429431,3.8311646
2016-09-20,1.64192119,3.84206939
2016-09-21,1.52343214,3.84036875
2016-09-22,1.50700911,3.76756907
2016-09-23,1.64212275,3.81290841
2016-09-24,1.64903142,3.80514002
2016-09-25,1.56721370,3.80837536
2016-09-26,1.54319683,3.85873556
2016-09-27,1.56175851,3.85224152
2016-09-28,1.55839784,3.8376081
2016-09-29,1.53399863,3.84561014
2016-09-30,1.52680454,3.84160089
2016-10-01,1.59179881,3.84921789
2016-10-02,1.62195136,3.84231234
2016-10-03,1.65458457,3.83797121
2016-10-04,1.63562434,3.82302928
2016-10-05,1.52370330,3.84312606
2016-10-06,1.46948231,3.84654403
2016-10-07,1.59899333,3.86229157
2016-10-08,1.49418942,3.83804703
2016-10-09,1.41966522,3.81513
2016-10-10,1.52650049,3.79516816
2016-10-11,1.55025567,3.8163271
2016-10-12,1.46114717,3.75851059
2016-10-13,1.45911627,3.90657401
2016-10-14,1.43060392,3.89759994
2016-10-15,1.40458630,3.87242961
2016-10-16,1.38460393,3.88544941
2016-10-17,1.43065411,3.91047692
2016-10-18,1.43694149,3.83957815
2016-10-19,1.51747405,3.80414295
2016-10-20,1.49602660,3.77899885
2016-10-21,1.39998069,3.80546212
2016-10-22,1.36926080,3.88545871
2016-10-23,1.36057320,3.91778135
2016-10-24,1.37518512,3.86886001
2016-10-25,1.43677471,3.90441394
2016-10-26,1.55418758,3.96029305
2016-10-27,1.52523617,4.02150297
2016-10-28,1.51098914,3.97321558
2016-10-29,1.48862089,4.09030724
2016-10-30,1.42342394,4.03400755
2016-10-31,1.55232671,3.99396276
2016-11-01,1.64358960,4.0883317
2016-11-02,1.57852713,4.10449839
2016-11-03,1.64982458,3.86132813
2016-11-04,1.63667473,3.87888885
2016-11-05,1.55094559,3.86669135
2016-11-06,1.54886461,3.88925147
2016-11-07,1.55799790,3.83886695
2016-11-08,1.53849847,3.84275651
2016-11-09,1.52642562,3.86460948
2016-11-10,1.64875127,3.82424068
2016-11-11,1.73162757,3.81600738
2016-11-12,1.64103929,3.76387715
2016-11-13,1.58859199,3.87800169
2016-11-14,1.68531250,3.8761704
2016-11-15,1.72339865,3.89359307
2016-11-16,1.69285601,4.01948023
2016-11-17,1.68121604,3.94318557
2016-11-18,1.66670830,3.96132135
2016-11-19,1.67630401,3.95380211
2016-11-20,1.67728935,3.92194247
2016-11-21,1.71520858,3.94488049
2016-11-22,1.76696125,3.94731164
2016-11-23,1.77947061,3.92531633
2016-11-24,1.84138219,3.90768623
2016-11-25,1.93323223,3.91541958
2016-11-26,1.94363211,3.89451218
2016-11-27,1.88528535,3.88293242
2016-11-28,1.87204441,3.88453913
2016-11-29,1.97165600,3.87455034
2016-11-30,2.02825523,3.89379263
2016-12-01,1.97702129,3.90908194
2016-12-02,1.98027756,3.94644308
2016-12-03,1.94495557,3.92399716
2016-12-04,1.91889707,3.89961171
2016-12-05,1.92542865,3.52857924
2016-12-06,1.96436786,3.5354054
2016-12-07,2.09587861,3.61594605
2016-12-08,2.05704100,3.69110298
2016-12-09,2.07442086,3.69148302
2016-12-10,2.06485296,3.68027067
2016-12-11,1.94737993,3.63795733
2016-12-12,1.97544122,3.66230702
2016-12-13,2.06603706,3.65028453
2016-12-14,2.02584684,3.6195631
2016-12-15,1.96904604,3.62447238
2016-12-16,1.91667241,3.62817836
2016-12-17,1.87922890,3.69749522
2016-12-18,1.87794735,3.67694736
2016-12-19,1.99597734,3.66261673
2016-12-20,1.98544730,3.66106296
2016-12-21,1.88482902,3.65345049
2016-12-22,1.87996749,3.71168065
2016-12-23,1.93925772,4.65533209
2016-12-24,1.90664617,4.55154133
2016-12-25,1.84159465,4.34722424
2016-12-26,1.89371828,4.35547686
2016-12-27,2.15965167,4.46940279
2016-12-28,2.23702394,4.57135248
2016-12-29,2.27975107,4.55547714
2016-12-30,2.18133463,4.39052153
2016-12-31,2.14895016,4.32528782
2017-01-01,2.12971572,4.5115943
2017-01-02,2.12523525,4.64893961
2017-01-03,2.26261100,4.62619591
2017-01-04,2.22485660,4.83785391
2017-01-05,2.28372381,4.29271936
2017-01-06,2.15445727,3.86125636
2017-01-07,2.05942987,3.95588207
2017-01-08,2.07285210,3.99457669
2017-01-09,2.15000559,4.30195904
2017-01-10,2.17507549,4.59151173
2017-01-11,2.19229754,3.84679413
2017-01-12,2.38692508,3.96280217
2017-01-13,2.41885772,3.89086986
2017-01-14,2.35006848,3.90053368
2017-01-15,2.48049334,3.92583799
2017-01-16,2.55712919,3.9025383
2017-01-17,2.57978444,3.93904877
2017-01-18,2.64469417,3.83819938
2017-01-19,2.69876868,3.86060715
2017-01-20,2.79067356,3.89001441
2017-01-21,2.80726173,3.90451455
2017-01-22,2.73278530,3.84293866
2017-01-23,2.73570200,3.83576155
2017-01-24,2.77473012,3.78609848
2017-01-25,2.83066372,3.71453118
2017-01-26,2.77942311,3.83432293
2017-01-27,2.82231789,3.85588098
2017-01-28,2.80634451,3.85295272
2017-01-29,2.78215535,3.85210395
2017-01-30,2.79223923,4.02124977
2017-01-31,2.91487471,4.07864475
2017-02-01,2.96532101,4.07532597
2017-02-02,3.04435444,4.08526659
2017-02-03,2.84498734,4.08256483
2017-02-04,2.79313016,4.05800104
2017-02-05,2.91118189,4.04291534
2017-02-06,2.74332158,4.0440135
2017-02-07,2.66988408,4.04037094
2017-02-08,2.83029912,4.0231719
2017-02-09,2.83295863,3.79858923
2017-02-10,2.77098902,3.77721047
2017-02-11,2.84396076,3.79310322
2017-02-12,2.69756732,3.7643683
2017-02-13,2.55072335,3.71789074
2017-02-14,2.62316140,3.77080464
2017-02-15,2.74060860,3.80927777
2017-02-16,2.75015504,3.78681469
2017-02-17,2.71402504,3.83036399
2017-02-18,2.84284492,3.79103303
2017-02-19,2.90118307,3.76225567
2017-02-20,2.83328415,3.76765895
2017-02-21,2.70551819,3.78327823
2017-02-22,2.55349313,3.80522251
2017-02-23,2.63036725,3.84294987
2017-02-24,2.78405263,3.84671879
2017-02-25,2.72785034,3.82610703
2017-02-26,2.67606477,3.82671547
2017-02-27,2.93549154,3.80273581
2017-02-28,2.99426892,3.77098918
2017-03-01,2.83237441,3.79889679
2017-03-02,2.76536370,3.92422605
2017-03-03,2.85425277,3.92081809
2017-03-04,2.67131661,3.88399529
2017-03-05,2.54316585,3.90155983
2017-03-06,2.66929064,3.92140126
2017-03-07,2.57700498,3.82147932
2017-03-08,2.51470516,3.77599907
2017-03-09,2.61526990,3.83841848
2017-03-10,2.50685846,3.75216579
2017-03-11,2.51742894,3.79800439
2017-03-12,2.47038281,3.84257078
2017-03-13,2.56175521,4.17054129
2017-03-14,2.57252816,4.05518866
2017-03-15,2.50950589,4.16086531
2017-03-16,2.66659507,4.23709679
2017-03-17,2.77957064,4.0550971
2017-03-18,2.63010330,3.967623
2017-03-19,2.55246773,3.95641303
2017-03-20,2.56869617,4.03331184
2017-03-21,2.56738072,4.00921869
2017-03-22,2.76826710,3.93649292
2017-03-23,2.64188798,3.98003435
2017-03-24,2.68637580,4.08396292
2017-03-25,2.65193184,4.07061625
2017-03-26,2.69522620,4.06074333
2017-03-27,2.57056088,4.07528114
2017-03-28,2.38599738,4.15568256
2017-03-29,2.44295033,4.18590355
2017-03-30,2.51745127,6.98063469
2017-03-31,2.52072473,6.66706467
2017-04-01,2.57724646,6.88352346
2017-04-02,2.58243209,7.74450445
2017-04-03,2.66903242,8.07057571
2017-04-04,2.87701871,8.28936291
2017-04-05,2.96200597,11.09402084
2017-04-06,2.87458953,10.25171089
2017-04-07,2.90993408,9.37155533
2017-04-08,2.65589655,9.91621113
2017-04-09,2.65441017,8.70984745
2017-04-10,2.70206554,8.91704178
2017-04-11,2.64219711,8.85383415
2017-04-12,2.66886801,10.78556919
2017-04-13,2.63306212,10.14949036
2017-04-14,2.58312031,10.38996601
2017-04-15,2.68694960,10.79460716
2017-04-16,2.65548104,10.71490383
2017-04-17,2.82009457,10.42162609
2017-04-18,3.74601653,10.320117
2017-04-19,3.86829537,9.65807724
2017-04-20,3.76526276,10.33494186
2017-04-21,3.81152652,11.22781181
2017-04-22,3.67210508,13.06460762
2017-04-23,3.67335592,13.93907547
2017-04-24,4.05587548,14.96547031
2017-04-25,4.36595328,15.21284771
2017-04-26,4.10122309,14.84811115
2017-04-27,3.96171935,14.62202168
2017-04-28,3.55123890,14.34145164
2017-04-29,3.37140090,15.74213505
2017-04-30,3.73821087,15.70559883
2017-05-01,3.94840243,15.91765881
2017-05-02,4.32347727,15.89496899
2017-05-03,4.76342438,21.04263878
2017-05-04,4.94287425,23.39364052
2017-05-05,5.11273562,26.26694489
2017-05-06,5.13130589,28.15984917
2017-05-07,5.20006521,30.29107475
2017-05-08,5.60240208,28.9582119
2017-05-09,5.42560295,33.58295059
2017-05-10,5.39415401,31.9621048
2017-05-11,5.46489294,30.71772194
2017-05-12,6.10379685,27.45493889
2017-05-13,6.52777188,28.91196632
2017-05-14,6.95497926,28.89299583
2017-05-15,6.89790131,25.36532593
2017-05-16,6.50035471,23.32772446
2017-05-17,6.37498260,25.40439415
2017-05-18,6.28144979,28.35764885
2017-05-19,6.55642089,27.69753456
2017-05-20,6.53688278,27.50601196
2017-05-21,6.84537921,26.29817772
2017-05-22,6.90360991,25.38098145
2017-05-23,6.81443783,32.11205673
2017-05-24,6.81287550,34.4533577
2017-05-25,6.55017423,29.90024185
2017-05-26,6.80888151,23.7482605
2017-05-27,7.11096792,23.73534393
2017-05-28,6.58799497,24.22057533
2017-05-29,6.56986989,25.21245193
2017-05-30,7.27925501,24.14204216
2017-05-31,7.64642298,25.29756927
2017-06-01,7.48123637,28.80344772
2017-06-02,7.55460250,28.9447422
2017-06-03,7.78982049,27.66099167
2017-06-04,7.47240898,27.93934631
2017-06-05,7.34799524,30.84333038
2017-06-06,7.16589037,30.55104256
2017-06-07,6.54397758,28.39466286
2017-06-08,6.05904215,30.21192169
2017-06-09,5.59226277,29.68163109
2017-06-10,5.56525321,30.44167519
2017-06-11,5.59740141,33.21625137
2017-06-12,6.53053182,29.5035305
2017-06-13,6.84604352,30.64292526
2017-06-14,6.53281139,30.22468376
2017-06-15,6.45026250,30.22007751
2017-06-16,6.49147879,35.70049286
2017-06-17,6.44940785,47.64590073
2017-06-18,7.08311343,46.04160309
2017-06-19,7.79921689,50.32087326
2017-06-20,8.14784269,47.21638489
2017-06-21,7.39693647,47.78752136
2017-06-22,7.40953761,47.71292877
2017-06-23,7.36293119,47.33549881
2017-06-24,7.19237665,44.49179077
2017-06-25,7.28707212,43.924366
2017-06-26,7.20185922,41.13184357
2017-06-27,6.82661499,40.54148865
2017-06-28,6.84345473,42.84949493
2017-06-29,7.26093842,41.06526947
2017-06-30,7.27924932,40.35433197
2017-07-01,6.87600022,38.98817062
2017-07-02,6.69379049,41.56764603
2017-07-03,6.96713775,46.42517853
2017-07-04,7.43189438,55.33437347
2017-07-05,7.76695224,53.19451523
2017-07-06,7.85535148,51.1303215
2017-07-07,7.86785691,46.57552719
2017-07-08,7.76640377,52.13852692
2017-07-09,7.59107874,49.58053589
2017-07-10,7.94911574,46.57640457
2017-07-11,8.09601909,45.33076477
2017-07-12,7.79384082,48.75123978
2017-07-13,8.24671633,46.32778168
2017-07-14,8.06592800,42.8026619
2017-07-15,7.80114832,38.92386627
2017-07-16,8.33046992,40.91286087
2017-07-17,9.11839399,42.66966629
2017-07-18,9.55485624,44.30243683
2017-07-19,10.04778769,40.86441803
2017-07-20,9.77559189,45.01573944
2017-07-21,10.32634698,45.76303482
2017-07-22,10.99920126,46.55832291
2017-07-23,11.12674602,44.0558815
2017-07-24,11.33221222,44.40550232
2017-07-25,10.84944049,42.24129486
2017-07-26,11.02920373,42.22967911
2017-07-27,11.70779151,42.13980865
2017-07-28,11.92454501,40.61458588
2017-07-29,12.10793219,41.11550522
2017-07-30,12.95214588,40.42198563
2017-07-31,12.52965525,43.02272415
2017-08-01,12.47807357,43.03626251
2017-08-02,12.91465233,42.13222504
2017-08-03,12.94152512,42.86149979
2017-08-04,13.03096041,43.44973755
2017-08-05,12.86961367,46.85902023
2017-08-06,12.41677540,45.10300446
2017-08-07,12.47724469,45.79546738
2017-08-08,13.12019715,48.63189697
2017-08-09,13.10302000,48.0118866
2017-08-10,12.99496541,46.49975586
2017-08-11,13.10079625,47.09937668
2017-08-12,13.11126237,46.43390656
2017-08-13,13.30523348,45.81278229
2017-08-14,13.86372132,45.80452728
2017-08-15,12.79945045,43.30649567
2017-08-16,12.40479875,44.15123749
2017-08-17,12.79806868,43.91458511
2017-08-18,12.76174857,47.28138733
2017-08-19,12.27634566,45.47995377
2017-08-20,12.75755939,46.23097992
2017-08-21,13.12317777,47.9360466
2017-08-22,13.48840128,46.72713852
2017-08-23,14.14545494,53.24814224
2017-08-24,13.74938729,50.18563843
2017-08-25,14.39841043,51.17683792
2017-08-26,14.84772486,51.74957275
2017-08-27,15.69487707,61.15875626
2017-08-28,17.38500434,62.35548401
2017-08-29,18.59465603,63.16698074
2017-08-30,19.05101113,64.16929626
2017-08-31,19.78866943,71.05514526
2017-09-01,19.02246395,86.03970337
2017-09-02,19.68043842,79.02426147
2017-09-03,19.48745735,76.8429718
2017-09-04,19.16079803,65.20581055
2017-09-05,18.60021414,71.29477692
2017-09-06,20.73205255,80.11431122
2017-09-07,21.63110821,78.48433685
2017-09-08,21.42556733,67.79475403
2017-09-09,22.65229292,66.00912476
2017-09-10,21.07597893,61.61347198
2017-09-11,21.29441122,66.03990173
2017-09-12,22.50556374,64.23365021
2017-09-13,21.63162597,61.73005676
2017-09-14,22.56696359,41.58491135
2017-09-15,22.94604678,48.2126236
2017-09-16,22.66565912,48.25833893
2017-09-17,23.62220039,48.49020386
2017-09-18,23.08220074,55.52535248
2017-09-19,22.58524056,52.83527374
2017-09-20,22.68553646,51.73378754
2017-09-21,25.25387795,46.60575485
2017-09-22,24.50435254,48.09026718
2017-09-23,24.98403537,49.27156448
2017-09-24,26.26237563,47.61825562
2017-09-25,26.28363587,51.58014297
2017-09-26,25.59771479,51.54675293
2017-09-27,24.69766737,56.28308487
2017-09-28,25.21898724,54.08522415
2017-09-29,27.07656359,52.62303543
2017-09-30,27.30265854,55.1423645
2017-10-01,28.22862135,54.54334641
2017-10-02,27.23798839,53.37601852
2017-10-03,26.58200914,52.34958267
2017-10-04,28.71528988,51.39951324
2017-10-05,28.60370381,51.66946411
2017-10-06,27.31136041,52.12013245
2017-10-07,28.32462674,52.58395767
2017-10-08,28.12418629,53.14263153
2017-10-09,28.96498352,50.16396332
2017-10-10,27.38574771,50.71709442
2017-10-11,25.35725225,50.88754272
2017-10-12,26.13149766,60.10764313
2017-10-13,27.01579733,59.4289093
2017-10-14,28.32538777,63.95017242
2017-10-15,29.66282799,65.46742249
2017-10-16,30.20153435,64.62187195
2017-10-17,28.44415812,59.4789505
2017-10-18,28.79417802,60.73080444
2017-10-19,30.15558288,59.73968124
2017-10-20,28.96077915,60.33055496
2017-10-21,29.46095816,58.20179367
2017-10-22,28.78776810,56.8079071
2017-10-23,28.28550065,54.92017365
2017-10-24,30.38514138,55.96318054
2017-10-25,28.42954887,56.49428558
2017-10-26,28.35020347,55.737957
2017-10-27,29.33702176,55.33243942
2017-10-28,30.34397088,54.69387054
2017-10-29,31.27892885,57.10644531
2017-10-30,30.90990871,56.39052963
2017-10-31,31.48819156,55.75408554
2017-11-01,30.63102291,53.18083954
2017-11-02,29.11187588,54.73730087
2017-11-03,28.42977225,56.18139267
2017-11-04,31.08972099,55.03720856
2017-11-05,30.41785787,54.74637985
2017-11-06,28.55232881,55.17365646
2017-11-07,28.28305827,61.29523849
2017-11-08,28.78673761,62.5731163
2017-11-09,28.76637439,64.26966095
2017-11-10,31.28947532,59.26007462
2017-11-11,32.57141830,62.30333328
2017-11-12,34.01663611,59.00538254
2017-11-13,33.45736453,61.39647675
2017-11-14,31.28520716,62.67958069
2017-11-15,31.57235754,63.82357788
2017-11-16,30.92341414,71.06015015
2017-11-17,30.10445651,67.56903076
2017-11-18,31.32231487,69.6437149
2017-11-19,34.75424575,71.58931732
2017-11-20,37.74150038,72.25279999
2017-11-21,37.21232346,70.02825928
2017-11-22,33.83776030,71.89281464
2017-11-23,33.13304557,73.22336578
2017-11-24,33.52652078,77.96832275
2017-11-25,34.38638689,88.81685638
2017-11-26,36.33263921,85.92675781
2017-11-27,43.05840763,91.60268402
2017-11-28,43.01751636,96.03376007
2017-11-29,42.07646154,85.57095337
2017-11-30,43.66997214,88.33073425
2017-12-01,41.02061034,99.00370789
2017-12-02,38.64256689,100.28351593
2017-12-03,39.50338653,101.26288605
2017-12-04,44.52977572,104.23574066
2017-12-05,44.35211825,102.39687347
2017-12-06,56.85973701,100.35223389
2017-12-07,59.26873981,98.29242706
2017-12-08,76.90064015,124.84622192
2017-12-09,78.46113597,155.24224854
2017-12-10,86.50997624,148.66029358
2017-12-11,88.32334375,214.20277405
2017-12-12,85.12816085,316.15936279
2017-12-13,88.31321505,302.60223389
2017-12-14,96.56683299,279.32757568
2017-12-15,93.85760231,299.77890015
2017-12-16,101.23962459,298.972229
2017-12-17,103.56041232,318.7192688
2017-12-18,100.03232078,358.33560181
2017-12-19,97.61016501,350.25265503
2017-12-20,94.10908920,314.6211853
2017-12-21,100.56208001,317.46160889
2017-12-22,100.73551008,264.93188477
2017-12-23,102.45913857,288.26568604
2017-12-24,104.51590212,275.97991943
2017-12-25,101.44607936,273.38989258
2017-12-26,103.20210970,286.50396729
2017-12-27,106.36849921,272.17391968
2017-12-28,105.91718588,249.93048096
2017-12-29,106.96927822,245.50190735
2017-12-30,109.07718227,218.96333313
2017-12-31,106.23229944,232.09605408
2018-01-01,105.08225603,229.03265381
2018-01-02,103.07109374,255.68389893
2018-01-03,109.24379129,245.36801147
2018-01-04,108.71860171,241.36987305
2018-01-05,112.35577014,249.27061462
2018-01-06,106.20427450,296.4541626
2018-01-07,103.24083439,288.45059204
2018-01-08,101.69549838,255.76348877
2018-01-09,100.29541092,247.03656006
2018-01-10,102.28593265,250.51753235
2018-01-11,103.67762351,229.36582947
2018-01-12,101.71860885,236.85592651
2018-01-13,97.86670468,259.19293213
2018-01-14,103.17681625,238.675354
2018-01-15,106.85175919,232.77392578
2018-01-16,100.82505028,188.33052063
2018-01-17,106.18761879,186.51567078
2018-01-18,105.25773663,192.8367157
2018-01-19,105.16245122,192.96372986
2018-01-20,110.51761674,211.01791382
2018-01-21,105.67704945,190.42089844
2018-01-22,103.98198173,180.00779724
2018-01-23,105.42628252,177.80709839
2018-01-24,106.89761688,179.98675537
2018-01-25,109.20011196,180.27238464
2018-01-26,110.65972618,176.73376465
2018-01-27,120.67883864,180.8855896
2018-01-28,115.13447930,193.86517334
2018-01-29,113.03574965,181.66374207
2018-01-30,123.06564987,165.27568054
2018-01-31,118.74353368,163.35067749
2018-02-01,115.50935496,142.29734802
2018-02-02,121.90736702,131.37886047
2018-02-03,121.58907070,160.25027466
2018-02-04,126.11842048,148.0249939
2018-02-05,126.88421742,125.33000183
2018-02-06,134.56105734,142.99075317
2018-02-07,135.35469634,138.20275879
2018-02-08,132.20477279,149.4662323
2018-02-09,140.77609117,163.94987488
2018-02-10,131.25808950,155.59309387
2018-02-11,127.92807271,148.9903717
2018-02-12,136.03251698,161.5657959
2018-02-13,135.67939706,159.55366516
2018-02-14,140.63725910,213.35919189
2018-02-15,134.35835837,225.42602539
2018-02-16,137.58651737,230.12406921
2018-02-17,139.02253763,229.46470642
2018-02-18,144.23064696,215.73602295
2018-02-19,142.86709331,223.05722046
2018-02-20,139.93571366,232.85058594
2018-02-21,144.33645321,213.35165405
2018-02-22,141.93421132,195.30804443
2018-02-23,147.67621491,209.30857849
2018-02-24,143.07881310,209.42205811
2018-02-25,140.91566775,220.47496033
2018-02-26,140.55877528,220.96203613
2018-02-27,145.88452396,216.59889221
2018-02-28,144.95285934,202.89456177
2018-03-01,145.59524404,209.75010681
2018-03-02,143.64088074,212.55561829
2018-03-03,149.10229071,210.64260864
2018-03-04,146.51992419,213.79911804
2018-03-05,150.08285861,211.17532349
2018-03-06,163.12728525,196.60105896
2018-03-07,157.80950342,185.83920288
2018-03-08,157.95150335,176.51057434
2018-03-09,153.98793781,187.16818237
2018-03-10,157.05713083,177.73243713
2018-03-11,158.46779581,188.94561768
2018-03-12,160.23046421,178.23370361
2018-03-13,168.46286823,175.7815094
2018-03-14,163.94048332,161.1005249
2018-03-15,157.83371059,164.47570801
2018-03-16,169.47698677,165.44984436
2018-03-17,173.89597570,152.96885681
2018-03-18,160.85507563,154.07441711
2018-03-19,163.22267671,161.14227295
2018-03-20,166.30267784,168.81692505
